Puan,Yorum
"4,0","Batman'in insani özelliklerine süperkahramanlıklarına ayrıksı olarak odaklanan bir yapım olmuş. C. Nolan'ın üçlemesinin son halkası olan bu film yine izleyicilerine aksiyon dolu saatler! vaadediyor. Yaklaşık 3 saat süren film bizlere anarşist lider Bane(Tom Hardy), kedikadın(Anne Hateway) ve Blake(J. Gordon-Lewitt) gibi oyuncularıda lanse ediyor. C. Bale'in neredeyse figüran gibi oynadığına şahitlik ediyoruz. Alfred'i ilk defa sulu-zırtlak bir rolde izliyoruz. Hayır anlamadım Bruce Wayne'in babası değilsin,atası değilsin, niye o kadar ağlıyorsun onun için. Morgan Freeman ve Gary Oldman oyunculukları ile filme renk katmışlar. Filmin finalinden anlaşılan o ki Batman filmleri çekilmeye devam edilecek."
"3,5","2.Filmin yakaladigi basariya ulasmasini beklemek hayal olurdu ama bu kadar vasat olacagini da tahmin etmiyordum.Ilk dakikadan son ana kadar hersey kliseler üstüne kurulmus.Sinema adina yeni diyebilecegimiz hiçbir özellik barindirmiyor.Kurguda anlam veremedigim birçok hata var.Bane'in Gotham'i ele geçiren adamlari 3-5 çapulcu (en azindan izleyicide bu hava olusuyor),böyle bir ise kalkismalari mümkün degil.Bane ile Batman'in dövüstügü sahnelerin koreografileri çok yavan,oldu bittiye getirilmis.Bane'in ortadan kaldirilisi da ayni öyle,insan bu kadar basit miydi demeden edemiyor.Bruce Wayne için dibe vurmus adam tasviri yapilmaya çalisilmis ama yasadiklari bana inanilmaz arabesk geldi.Alfred ile yasadigi diyalogu anlamak mümkün degil.Final,bu kalibre bir film için fazlasiyla siradan ve klise.Bu kadar bekledigimize degmedi sanirim...6,5/10"
"3,0","Önceki filmlerle kıyaslandığında daha karanlık ve iç karartıcı sahneleri daha fazla bir final, hatta filmin yaklaşık yarım saatinde karnıma ağrılar girdi desem abartmış olmam, nedeniyse suçluların kabusu olan yarasa kafalı dostumuzun bu kez resmen küçük emrah yapmış olması :) bu durum filmin son anına kadar devam ediyor ve pek hiçbir zaman baskın bir hakimiyet sağlıyamadan film bitiyor, e ne anladım o zaman ben böyle süper kahramanlıktan? hatta bir ara batman'in akrabalarının da teker teker ortaya çıkıp akrabalıktan men edeceklerini ya da eski okul arkadaşlarının çıkıp bir tekmede onların vuracağını düşündüm :) film sanki batman'in değil kötü adam rolündeki izbandutun filmi olmuş, çünkü yaptıklarıyla batman'i resmen gölgede bırakıyor, birkaç komik sahne ve olay yerine artistik müdahale edişler dışında filmin en büyük artısı Anne Hathaway, filmi unutabilirim ama onu asla :)"
"1,5","Gördüğüm en Amerikan filmlerden biriydi. O diyaloglar, son dakka öpüşmeleri, Amerikan marşları vs. offf Özellikle kavramları çarpıtmak ve insanların aklını bulandırmak için ne gerekiyorsa yapılmış. Anti-komünizmin babasını yapmışlar, izlerken düşünmemeye çalışsam da olmadı, sinir oldum. Kargaşa, anarşi ve psikopatlık eşittir mal paylaşımı veya kominist devrim olarak gösterilmiş.Özet mesaj da şu ""devrim mevrim tehklikeli şeyler aman ha uzak durun dikkatli olun"" ha bu arada ""zenginler iyi ki var ki teknoloji var, gelişme var, böylece temiz enerji üretilecek, hem ayrıca; onlar olmasa yetimhanelere kim para verecek?Görsel açıdan zevkli bir film olsa da, mesaj açısından rezil bir film. Amerikan devletinin temsili Batman ve Kurtuluş Savaşı edasıyla suçlulalara koşan, bu devletin yani bu sermayenin koruyucusu polis gücü çok yaşa! 
spoiler: 
Bizi kötülerden komünistlerden kurtardın, tabi yersen..."
"3,0","iyi bir filmi izlediğinizde uzun süre etkisinden çıkamazsınız,filmin sahneleri aklınızdan çıkmaz.tekrar tekrar izlersiniz.malesef  Dark Knight Rises için bu durum geçerli değil.Filmde kesinlikle eksik olan birşeyler var.Belki de umduğumu bulamamın nedeni Nolan'ın Dark Knight'da çıtayı epey yükselttiği içindir.Bane rolünde Tom Hardy iyi ama ister istemez  insan Heath Ledger'la karşılaştırıyor ve ne yazık ki Tom Hardy kaybediyor.Ayrıca filmin  sonunda bu kadar çabuk harcanması da hayal kırıklığı yaratıyor.Aksiyonda da bir sorun var,tam bişey olucak diyorum hop film kasvetleniyor,tam bişey olucak diyorum,Batman yine bunalımlarda..kısacası umduğumu bulamadım."
"5,0","""The Dark Knight Rises"" (Kara Şövalye Yükseliyor), epik sahneleriyle modern zamanın ""Lawrence of Arabia"" (Arabistanlı Lawrence, 1962)'sı diyebileceğimiz, içeriği ile ise modern ""Dr. Zhivago"" (Doktor Civago, 1965) olarak tanımlanabilecek bir film. 2012'nin mükemel filmlerinden biri olmasının yanında ""Kara Şövalye"" Üçlemesine dört dörtlük bir final sunan film, hayatta düşmüş bir insanın yeniden ayağa kalkmasını muhteşem bir metaforla anlatıyor. Kısaca modern bir başyapıt karşınızda!"
"4,5",Nolan kesinlikle istenileni vermiş ve ortaya arşivlere geçecek bir film bırakmış. Yıllarca alay konusu haline gelmiş bir kahramanı ancak bu kadar yükseltebilir ve bir karizma sahibi yapabilir. Filmin sonunda 4'ün gelebileceğine dair büyük bir ipucu bırakmış. Fakat bu izleyicinin ve Nolan'ın serinin bir yenisinden ne kadar keyif alabileceğine bağlı...
"5,0","3 saatti ama cok guzeldi . tatmin ediciydi. oyunculuklar, aksiyon, senaryo, oyuncu seçimleri her şey cok iyiydi daha ne bekleyeyim ki. iyi seyirler"
"4,5","Kara şövalye üçlemesinin son filmini böyle bir kalitede yapmaları çok iyi olmuş. Filmi de oyunculukları, kurgu, aksiyon, efektleri fln da dahil çok beğendim."
"5,0","Bence fazla söze gerek yok. ""Iste film budur be kardesim"". Film öyle ihtisamli, öyle kusursuz, öyle muhtesem ki, 3 saat boyunca büyük bir hayranlikla izledim. Filmin çekimleri, müzikleri, hikayesi, oyunculuklari, temposu vs. hersey o kadar mükemmel ki, insan bu muhtesem çalisma karsinda artik yorum yapamiyor. Bence Christopher Nolan'in, Batman 3'lemesi, ""ölmeden önce görülmesi gereken filmler"" listesinde mutlaka üst siralarda yer almali. Ayrica, Nolan'in Batman üçlemesi için daha iyi bir final düsünemiyorum. Yüzüklerin Efendisi serisinin finalinden beri gördügüm en iyi final filmi."
"4,0","Tekrar çekilen Örümcek adamdan sonra, ilaç gibi geldi diyebilirim. Yeni karakterlerin yanı sıra yeni ekipmanlarla heyecanı oldukça yukarılara çekmişler. Film boyunca Bruce biraz fazla dayak yiyor ama final sahnesinde manevrası hepsini unutturuyor ;)"
"4,0",Joker i özletse de süper bir film üçlemeye yakışır bir başyapıt ve mükemmel bir son. İlk 1 saatinde güzelim seriye yazık olmuş dedim ama sonu muhteşemdi
"5,0",En cok etkilendigin ve en az 5 kere izledigim harika phoner Nolanin harika yonetmenciligini filmde senaryonun  gercekciligi ve harika dram oykusuyle gozleri onune  bir super kahraman oldugu halde filmde gercek kahraman gibi gosterilmekle birlikte pek  cok ogut verici diyaloglarinda uzerinde durulmustur Dort dortluk diyecebilecegim tek film
"4,5","gayet güzel, aksiyon dolu bir filmdi; özellikle kilit noktasına bayıldım(esas suçlunun kim olduğunun ortaya çıktığı bölümler)"
"4,5","Bu filmi ortalamanın üstünde olarak beğendim. Çünkü burada oldukça farklı bir tema işleniyor. 1. filmde doğuş (Batman'ın oluşumu), 2. filmde kaos 3. filmde ise acı temalarını görüyoruz. Her bir filmde de bu tema iyi anlatılmış. Burada ise gerçekten çok değişik ve alışılmadık bir Batman filmini görüyoruz. Geçi filmin zaten %40'ı çok kötü ve vasatlıklarla geçiyor, ama diğer %60'ı ise resmen süper. Lütfen şu filmi izleyin. Özellikle patlama sahneleri süper. 4.5/5"
"4,0",Batman serisi ..hayal kahramanları arasında belkıde gercekcıle bukdar yakın yakları bukadar yere basan  tarz bır serı .. ozellıkle kara sovalye ..ve joker mukemmel idi ..bu fılm ıse kara sovalyeden sonra akdar buyuk bır beklentı ıcersınde olundukı .. sınemada cıgı acıkacak  ıkıncı avatar vakası halıne geldı belkıde bu yuzden seyırcılerın cogunda hayal kırıklıgı var ..fılm karakterler ve acılıs seksansı oldukca guzel ...ozellıkle kedı kadın ....aksıyon ve olayları bır bırıne baglamda chırstoper nolan farkındalıgını gorebılıyorsunuz ..bu oyle bır fılımkı ..batman serısıne gore ..iyi ama fınal bekletnısını karıslamıyor..tek fılm olarak sınemada muzıklerı oyunculugu yonetımıyle .. cok guzel bır seyırlık
"4,0",film kaliteli ve zayif olarak nitelendirilebilir.bide Marion Cotillard in ölüm sahnesi yokmu sanki kibar feyzonun finali :)
"3,5","batman çizgi romanlarını takip edenlere göre kara şövalyenin düşüşü ve yükselişi serileri inanılmaz derecede heyecan yaratıcı hikayelerdir. ben 10 yıldan fazladır bu hikayenin sinemaya aktarılacağı günü bekleyenlerdendim ve dolayısıyla nolan'ın serisinin son filminde bu konuyu işleyecek olmasından dolayı büyük bir heyecanla bekliyordum bu filmi. fakat gördüğüm filmin çizgi romanla neredeyse hiç ilgisi olmaması, mantıksal hatalar ve bazı oyuncu tercihlerindeki yanlışlar beni büyük bir hayal kırıklığına uğrattı. dışarıdan bakılınca son derece güzel bir film olduğunun düşünülmesi de gayet doğal. fakat başta da dediğim gibi biz çizgi roman takipçilerini hiç ama hiç kesmedi bu final. nolan'ın derdinin gerçekçilik olduğu söyleniyor. Fakat zaten çizgi roman da çok fazla uçuk bir batman portresi çizmiyordu. batman i diğer süper kahramanlardan ayıran en önemli nokta da buydu. sonuç itibariyle nolan'ın batman serisinde jokerin oynadığı 2. film her zaman olağanüstü ve belki de gelmiş geçmiş ve gelecek en iyi batman filmi olarak yad edilecektir..."
"2,5",film benim için tam bir fiyasko...sebebine gelince...bir kere filmin sonuna kadar hep bir aksiyon sağanağı bekliyorsunuz ama bu asla gerçekleşmiyor...bi kere filmde batman ya 5 ya 10 dakika falan görünüyor...filmin ilk yarısından sonra işte film asıl şimdi başlıyor diye düşünmüştüm ama asla film tam anlamıyla başlamıyor.hep bir konuşma hep bir eskiyi hatırlama hep bir muhabbet şeklinde bitiyor film...birde süper kahraman filmi dediğin zaman insan birazcıkta olsa gerçek dışılık bekliyor.ama bu batman yorumu tam bir gerçek insan olmuş...hani sanki sokaktaki bir eleman gibi...bütün film boyunca aha şimdi aksiyon başlıycak diye bekliyorsunuz ama bu asla gerçekleşmiyor...benim bildigim okudugum batman çatır çatır adam döver hemde pis döver...film tam bir hayal kırıklığı kesinlikle film sinemada izlenecek bir film değil...çok çok daha şaşahalı bir batman filmi bekliyordum...adam hakkaten batman efsanesini bitirmiş...
"4,0",Kara Şövalye üçlemesinin son filmi olan bu film bana göre izledikten sonra daha iyi bir final yapamaz dediğim türden bir film di. Birçok kişi için serinin en zayıf halkası olsa da benim için seride ikinci sırada yer alıyor. Film de önceki filmlerde olduğu gibi bolca twist bulunuyor ve bu twistler'i tahmin etmeniz imkansız eğer ilk iki filmi izlediyseniz zaten bunu da izleyeceksinizdir.
"2,0",Bitirmekte zorlandığım vasatın altında filmvari bir yapım.
"1,0",Çok uzun diyaloglar var. Film gereksiz yere uzatılmış. 2 saatini atsan hiçbir şey fark etmez. Serinin en kötüsü...
"4,0",Serinin en vasat filmi diyebilirim.Bilmiyorum belki Nolan dan çok fazla şey bekledik ondan mı.Film bazen  INCEPTION u izliyormuş havası veriyor Michael Caine ile Christian Bale  in olduğu konuşma sahneleri INCEPTION daki eve dönmek isteyen  Leonardo DiCaprio anımsatıyor.
"3,0","Batman filmlerini çok sevdiğimi söyleyemeyeceğim. Bir önceki film The Dark Knight dan iyi, yine izlerken sıkılıyorsunuz ama o kadar değil. Filmin sonu sarıyor izlerken. Gereksiz uzun yapmışlar filmi birde. Seriyi izlicem diyorsanız izlenir. İzlenir mi? İzlenmez mi?- İzlenir."
"3,5",Kara Şövalye filmindeki aksiyon ve kurgunun tadını veremedi Kara Şövalye Yükseliyor.Biraz hayal kırıklığına uğradım.
"5,0","Bu, iki yıldan uzun süredir katılmaya çalıştıktan sonra nihayet Yeni Dünya Düzeni'ne, yani İlluminati'ye nasıl katıldığımı ve dolandırıcıların sürekli paramı nasıl çaldığını anlatan tanıklığım. Uzun zamandır İlluminati'ye katılmak istiyordum ama dolandırıcılar bu yılın başlarında internette Lord Felix Morgan ile tanışana kadar paramı çalmaya devam ettiler. Kendisiyle iletişime geçip her şeyi anlattım. Kaydolmamı önerdi ve başlamak için yüklü bir üyelik ücreti ödedim. Dünya Düzeni'ne kabul edildim ve kabul edildiğimde  dolar aldım. Çok mutluyum! Ve Lord Felix Morgan'ın iyi çalışmalarını yaymaya söz veriyorum. Bugün İlluminati Yeni Dünya Düzeni'ne katılmakla ilgileniyorsanız, bugün Lord Felix Morgan ile iletişime geçin. Bu, her zaman istediğiniz İlluminati üyeliğini elde etmek için en iyi şansınız. Lord Felix Morgan ile Illuminatiofficial565@ adresinden e-posta veya +447353027456 numaralı WhatsApp hattından iletişime geçebilirsiniz."
"4,5",200 saat arkham serisini oynadım.Ben batmanim ve bu film mükemmel adamım christian bale ztn çok iyi oyuncu izleyin.
"4,5",güzel bir final oldu. 2. film kadar olmasa da buda baya başarılı
"3,5",bu film temel olarak ikinci filmin verdiği tüm mesajları ve içeriği gerçeğe çeviriyor söylenenler lafda kalmıyor ama bazı şeyler eksik çok tahmin edilir bir hikaye ve son bu yüzden önceki filmin kalitesinde değil sadece görsellik ve aksiyon olarak zevk alacağınız bir film ama önceki film gibi birçok defa seyretmeme neden olacak bir film değil bariz şekilde amerikan savunuculuğu yapmış bu yüzden batman efsanesine biraz kötü sonlandıış oldu c.bale gerçek batman gibi role çok yakışıyor ama sonunda tercih ettiği kadını iyi seçememişler o da kötü olmuş genel olarak beklentilerin aşağısında kaldığı için çok konuşmak isteyeceğim bir film ama beklentileri düşük tutup aksiyon'dan zevk alırsanız güzel bir film tek etkileyici yanı müzikler müthiş filme çok büyük katkısı var müzikleri beklentileri aşan bir çalışma olmuş en azından umarım yeni kara şövalye  hikayeleri olur ve seyrederiz
"5,0",Batman serisinin bu son halkası kusursuza yakın bir anlatımla büyülüyor !
"4,5",Film hakkında söylenecek zaten çok şey yok fakat Konya'da dört sinemanın dördünde de sadece Türkçe dublajla filmi gösterime sokan zihniyete söylenecek çok şey var. Eğer seçim hakkınız varsa orijinal dilde izleyin bazı yerlerde seslendirme ciddi anlamda rahatsız ediyor.
"4,0","Bir çok film izledim ama böylesini görmedim diyebilirim.Açıkcası Kara Şövalyeden sonra son filme giderken aklımda soru işaretleri yoktu değil.Çünkü Heath Ledger gibi bir oyuncunun canlandırdığı Joker karakterinden sonra Tom Hardy'nin canlandırdığı Bane karakteri bana zayıf gözükmüştü.Ama filme bakıcak olursak öyle değil.Bane Gotham'a Jokerin verdiğinden daha büyük kaos,cinayet,korku ve anarşi salıyor.Fena olmayan bir oyunculukla bu karakter tamamlanıyor.Batman'a diyecek lafım yok her zaman ki gibi görevini yerine getirmiş.Oyunculuk olarak beğenmediğim tek oyuncu Marion Cotillard ve canlandırdığı karakter.Filmde aksaklıklar yok mu,var.Olayların çabuk gelişmesi izleyiciyi biraz tedirgin etsede fazla göze çarpmıyor.Filmin müzikleriyse sanki filmi yaşıyormuşuz gibi hissettiren Hans Zimmer'e ait ve mükemmel bir iş çıkarıyor tüyleri diken diken ediyor.Filmin finaline gelirsek,Batman serisine kendi açısından son veren Nolen bir çok açık kapı bırakıyor,açıkçası finali benim çok hoşuma gitti lakin final olması sebebiyle biraz moralimi bozdu.
spoiler: 
Madem final yapıyorsun Batman'i Catwoman'a aşık etme,Robin'ide ortaya çıkarma.Ya da çıkar ama sonra ''Şaka yaptım!Daha 10 tane film çekicez bütün kadro ve ekip aynı!''de.Keşke çıkıp öyle dese de bende bu soru işaretleriyle baş başa kalmasam.
Uzun lafın kısası verdiğin paraya değecek mükemmel bir başyapıt.Git ve gör!"
"5,0","The Dark Knight kadar iyi olacağını düşünmüyordum ama ondan daha iyi çıktı. 
spoiler: 
Başından beri yaratılmak istenen kaos ortamı sonunda bu filmde yaratılıyor.
 2 saat 45 dakika olmasına rağmen sıkıldığım tek bir an bile olmadı. Kesinlikle sinemada izlenmesi gereken muhteşem bir film."
"5,0","Christopher Nolan Batman'in diğer serilerinde olduğu gibi yine mükemmel ve sürükleyici bir filmin altına imza atmış.. İzlemeyen arkadaşlar varsa eğer gidin izleyin ! Mükemmel ötesi bir 2,5 saat geçirin.."
"4,5","Herkese, özellikle bilgisayar oyunlari ile arasi olmayanlara bile, israrla herhangi bir platformda (PC-PS3-X360) bulabilecegi, BATMAN - Arkham Asylum ve BATMAN - Arkham city oyunlarini öneriyorum. Her biri bir Nolan filmi kalitesinde :)Film yorumu mu? 5 üzerinden 4.5 veriyorum.. Fazla söze gerek yok."
